1401.0, 1401.0, 408.0, 408.0
933.0, 869.0, 954.0, 987.0
1133.0, 1082.0, 926.0, 959.0
1025.0, 976.0, 829.0, 864.0
982.0, 933.0, 831.0, 794.0
834.0, 879.0, 860.0, 827.0
835.0, 743.0, 858.0, 894.0
744.0, 676.0, 837.0, 794.0
618.0, 567.0, 832.0, 801.0
575.0, 526.0, 828.0, 862.0
337.0, 394.0, 854.0, 900.0
283.0, 226.0, 867.0, 829.0
209.0, 164.0, 865.0, 827.0
169.0, 117.0, 861.0, 894.0
43.0, 0.0, 838.0, 800.0
1919.0, 1264.0, 0.0, 1079.0
